UniqueKey,CollectingEventID,StartCollectingDate,EndCollectingDate,MMWRWeek,Latitude,Longitude,County,NearestPopulatedLocation,CollectionSite,NumberofTraps,CollectingMethod,PoolID,Genus,Species,NumberofSpecimens,LACResult,SLEResult,WNVResult,EEEResult,AdultFemales,AdultMales,NearestStreetAddress
1884,361,8/16/2017,8/17/2017,33,37.7905,-81.2125,Raleigh,Beckley,Urban site,3,CDC Light Trap WITH dry ice,1262,Culex,Culex erraticus,6,Negative,Negative,Negative,Negative,6,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
1885,361,8/16/2017,8/17/2017,33,37.7905,-81.2125,Raleigh,Beckley,Urban site,3,BG Sentinel Trap WITHOUT dry ice,1265,Aedes,Aedes albopictus,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
1886,361,8/16/2017,8/17/2017,33,37.7905,-81.2125,Raleigh,Beckley,Urban site,3,BG Sentinel Trap WITHOUT dry ice,1266,Psorophora,Psorophora spp.,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Sunset Memorial Cemetery, Beckley, Raleigh Co., WV"
1887,362,8/14/2017,8/15/2017,33,39.2783,-81.5484,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,1165,Aedes,Aedes albopictus,19,Negative,Negative,Negative,Negative,19,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
1888,362,8/14/2017,8/15/2017,33,39.2783,-81.5484,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,1267,Psorophora,Psorophora spp.,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
1889,362,8/14/2017,8/15/2017,33,39.2783,-81.5484,Wood,Parkersburg,Urban site,3,BG Sentinel Trap WITHOUT dry ice,1268,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Parkersburg Memorial Gardens, Parkersburg, Wood Co., WV"
1890,363,8/16/2017,8/17/2017,33,37.7527,-81.0735,Raleigh,Beaver,Rural site,3,CDC Gravid Trap,1269,Culex,Culex restuans,25,Negative,Negative,Negative,Negative,25,0,"Little Beaver State Park, Beaver, Raleigh Co., WV"
1891,363,8/16/2017,8/17/2017,33,37.7527,-81.0735,Raleigh,Beaver,Rural site,3,CDC Gravid Trap,1270,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Little Beaver State Park, Beaver, Raleigh Co., WV"
1892,363,8/16/2017,8/17/2017,33,37.7527,-81.0735,Raleigh,Beaver,Rural site,3,CDC Light Trap WITH dry ice,1270,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Little Beaver State Park, Beaver, Raleigh Co., WV"
1893,363,8/16/2017,8/17/2017,33,37.7527,-81.0735,Raleigh,Beaver,Rural site,3,CDC Light Trap WITH dry ice,1270,Aedes,Aedes spp.,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Little Beaver State Park, Beaver, Raleigh Co., WV"
1894,363,8/16/2017,8/17/2017,33,37.7527,-81.0735,Raleigh,Beaver,Rural site,3,CDC Light Trap WITH dry ice,1271,Coquillettidia,Coquilletidia perturbans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Little Beaver State Park, Beaver, Raleigh Co., WV"
1895,364,8/8/2017,8/9/2017,32,39.457,-78.0397,Berkeley,Martinsburg,Rural site,1,CDC Light Trap WITH dry ice,1175,Aedes,Aedes trivittatus,5,Negative,Negative,Negative,Negative,5,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1896,364,8/8/2017,8/9/2017,32,39.457,-78.0397,Berkeley,Martinsburg,Rural site,1,CDC Light Trap WITH dry ice,1175,Aedes,Aedes vexans,3,Negative,Negative,Negative,Negative,3,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1897,364,8/8/2017,8/9/2017,32,39.457,-78.0397,Berkeley,Martinsburg,Rural site,3,CDC Light Trap WITH dry ice,1272,Anopheles,Anopheles punctipennis,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1898,364,8/8/2017,8/9/2017,32,39.457,-78.0397,Berkeley,Martinsburg,Rural site,1,CDC Gravid Trap,1174,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,0,1,"Poor House Farm Park, Martinsburg, Berkeley Co., WV"
1899,365,8/8/2017,8/9/2017,32,39.3454,-78.0485,Berkeley,Bunker Hill,Residence,1,CDC Gravid Trap,1273,Culex,Culex restuans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Mill Creek Intermediate School, 8785 Winchester Avenue, Bunker Hill, Berkeley Co., WV"
1900,366,8/8/2017,8/9/2017,32,39.5026,-77.8509,Berkeley,Shepherdstown,Rural site,1,CDC Light Trap WITH dry ice,1274,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Yankhauer Nature Preserve, Shepherdstown, Berkeley Co., WV"
1901,367,8/8/2017,8/9/2017,32,39.5014,-77.8537,Berkeley,Martinsburg,Rural site,1,CDC Gravid Trap,1275,Culex,Culex restuans,50,Negative,Negative,Positive,Negative,50,0,"Still Meadow Farm, Whitings Neck Road, Martinsburg, Berkeley Co., WV"
1902,367,8/8/2017,8/9/2017,32,39.5014,-77.8537,Berkeley,Martinsburg,Rural site,1,CDC Gravid Trap,1276,Culex,Culex restuans,48,Negative,Negative,Negative,Negative,48,0,"Still Meadow Farm, Whitings Neck Road, Martinsburg, Berkeley Co., WV"
1903,367,8/8/2017,8/9/2017,32,39.5014,-77.8537,Berkeley,Martinsburg,Rural site,1,CDC Gravid Trap,1277,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Still Meadow Farm, Whitings Neck Road, Martinsburg, Berkeley Co., WV"
1904,368,8/10/2017,8/11/2017,32,39.4543,-78.1798,Berkeley,Hedgesville,Rural site,1,CDC Light Trap WITH dry ice,1278,Aedes,Aedes trivittatus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Sleepy Creek Wildlife Management, Hedgesville, Berkeley Co., WV"
1905,368,8/10/2017,8/11/2017,32,39.4543,-78.1798,Berkeley,Hedgesville,Rural site,1,CDC Gravid Trap,1278,Aedes,Aedes triseriatus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Sleepy Creek Wildlife Management, Hedgesville, Berkeley Co., WV"
1906,368,8/10/2017,8/11/2017,32,39.4543,-78.1798,Berkeley,Hedgesville,Rural site,1,CDC Gravid Trap,1278,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Sleepy Creek Wildlife Management, Hedgesville, Berkeley Co., WV"
1907,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,CDC Light Trap WITH dry ice,1279,Aedes,Aedes trivittatus,21,Negative,Negative,Negative,Negative,21,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1908,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,CDC Light Trap WITH dry ice,1279,Aedes,Aedes vexans,1,Negative,Negative,Negative,Negative,1,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1909,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,CDC Light Trap WITH dry ice,1280,Culex,Culex restuans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1910,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,CDC Gravid Trap,1281,Aedes,Aedes albopictus,15,Negative,Negative,Negative,Negative,15,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1911,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,CDC Gravid Trap,1279,Aedes,Aedes triseriatus,1,Negative,Negative,Negative,Negative,1,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1912,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,BG Sentinel Trap WITHOUT dry ice,1281,Aedes,Aedes albopictus,3,Negative,Negative,Negative,Negative,3,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1913,369,8/8/2017,8/9/2017,32,39.2645,-77.9759,Jefferson,Summit Point,Rural site,1,BG Sentinel Trap WITHOUT dry ice,1279,Aedes,Aedes trivittatus,1,Negative,Negative,Negative,Negative,1,0,"South Jefferson Park, 4095 Leetown Road, Summit Point, Jefferson Co., WV"
1914,370,8/8/2017,8/9/2017,32,39.2587,-77.807,Jefferson,Charles Town,Rural site,1,CDC Light Trap WITH dry ice,1282,Culex,Culex erraticus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Moulton Park, 716 Milville Road, Charles Town, Jefferson Co., WV"
1915,370,8/8/2017,8/9/2017,32,39.2587,-77.807,Jefferson,Charles Town,Rural site,1,CDC Gravid Trap,1283,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Moulton Park, 716 Milville Road, Charles Town, Jefferson Co., WV"
1916,371,8/8/2017,8/9/2017,32,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,1,CDC Gravid Trap,1284,Culex,Culex restuans,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV"
1917,371,8/8/2017,8/9/2017,32,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,1,CDC Gravid Trap,1285,Anopheles,Anopheles punctipennis,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV"
1918,371,8/8/2017,8/9/2017,32,39.4218,-77.8212,Jefferson,Shepherdstown,Rural site,1,BG Sentinel Trap WITHOUT dry ice,1286,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Morgan's Grove Park, Kearneysville Pike, Shepherdstown, Jefferson Co., WV"
1919,372,8/10/2017,8/11/2017,32,39.5086,-78.3051,Morgan,Berkeley Springs,Rural site,1,CDC Light Trap WITH dry ice,1287,Culex,Culex restuans,1,Negative,Negative,Positive,Negative,1,0,"Cacapon State Park, 818 Cacapon Lodge Drive, Berkeley Springs, Morgan Co., WV"
1920,372,8/10/2017,8/11/2017,32,39.5086,-78.3051,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1287,Culex,Culex restuans,30,Negative,Negative,Positive,Negative,30,0,"Cacapon State Park, 818 Cacapon Lodge Drive, Berkeley Springs, Morgan Co., WV"
1921,373,8/10/2017,8/11/2017,32,39.5366,-78.4544,Morgan,Paw Paw,Rural site,1,CDC Light Trap WITH dry ice,1288,Culex,Culex erraticus,1,Negative,Negative,Negative,Negative,1,0,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV"
1922,373,8/10/2017,8/11/2017,32,39.5366,-78.4544,Morgan,Paw Paw,Rural site,1,CDC Light Trap WITH dry ice,1288,Culex,Culex restuans,2,Negative,Negative,Negative,Negative,2,0,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV"
1923,373,8/10/2017,8/11/2017,32,39.5366,-78.4544,Morgan,Paw Paw,Rural site,1,CDC Gravid Trap,1288,Culex,Culex restuans,47,Negative,Negative,Negative,Negative,47,0,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV"
1924,373,8/10/2017,8/11/2017,32,39.5366,-78.4544,Morgan,Paw Paw,Rural site,1,CDC Gravid Trap,1289,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV"
1925,373,8/10/2017,8/11/2017,32,39.5366,-78.4544,Morgan,Paw Paw,Rural site,1,CDC Gravid Trap,1290,Culex,Culex restuans,20,Negative,Negative,Negative,Negative,20,0,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV"
1926,373,8/10/2017,8/11/2017,32,39.5366,-78.4544,Morgan,Paw Paw,Rural site,1,CDC Gravid Trap,1291,Aedes,Aedes albopictus,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Paw Paw Sewage Treatment Plant, 122 Winchester Street, Paw Paw, Morgan Co., WV"
1927,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Light Trap WITH dry ice,1292,Culex,Culex erraticus,2,Positive,Negative,Negative,Negative,2,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1928,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1293,Aedes,Aedes albopictus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1929,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1292,Culex,Culex restuans,50,Positive,Negative,Negative,Negative,50,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1930,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1294,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1931,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1295,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1932,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1296,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1933,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1297,Culex,Culex restuans,50,Negative,Negative,Negative,Negative,50,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1934,374,8/10/2017,8/11/2017,32,39.6688,-78.0847,Morgan,Berkeley Springs,Rural site,1,CDC Gravid Trap,1298,Culex,Culex restuans,30,Negative,Negative,Negative,Negative,30,0,"Sleepy Creek Campground, Berkeley Springs, Morgan Co., WV"
1935,375,8/15/2017,8/16/2017,33,38.4186,-82.465,Cabell,Huntington,Urban site,4,CDC Gravid Trap,1299,Culex,Culex restuans,21,Negative,Negative,Negative,Negative,21,0,"5th Street West, Huntington, Cabell Co., WV"
1936,375,8/15/2017,8/16/2017,33,38.4186,-82.465,Cabell,Huntington,Urban site,4,CDC Gravid Trap,1300,Aedes,Aedes albopictus,43,Negative,Negative,Negative,Negative,43,0,"5th Street West, Huntington, Cabell Co., WV"
1937,375,8/15/2017,8/16/2017,33,38.4186,-82.465,Cabell,Huntington,Urban site,1,BG Sentinel Trap WITHOUT dry ice,1301,Aedes,Aedes albopictus,30,Negative,Negative,Negative,Negative,30,0,"5th Street West, Huntington, Cabell Co., WV"
1938,376,8/15/2017,8/16/2017,33,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,1206,Culex,Culex restuans,5,Not Tested,Not Tested,Not Tested,Not Tested,5,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1939,376,8/15/2017,8/16/2017,33,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,1302,Aedes,Aedes japonicus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1940,376,8/15/2017,8/16/2017,33,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,1204,Aedes,Aedes albopictus,2,Negative,Negative,Negative,Negative,2,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1941,376,8/15/2017,8/16/2017,33,38.4025,-82.4933,Wayne,Huntington,Residence,4,CDC Gravid Trap,1302,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1942,376,8/15/2017,8/16/2017,33,38.4025,-82.4933,Wayne,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1204,Aedes,Aedes albopictus,2,Negative,Negative,Negative,Negative,2,0,"2699 Park Avenue, Huntington, Wayne Co., WV"
1943,377,8/15/2017,8/16/2017,33,38.4194,-82.4619,Cabell,Huntington,Urban site,4,CDC Gravid Trap,1303,Aedes,Aedes albopictus,50,Negative,Negative,Negative,Negative,50,0,"3rd Street West, Huntington, Cabell Co., WV"
1944,377,8/15/2017,8/16/2017,33,38.4194,-82.4619,Cabell,Huntington,Urban site,4,CDC Gravid Trap,1304,Culex,Culex restuans,14,Negative,Negative,Positive,Negative,14,0,"3rd Street West, Huntington, Cabell Co., WV"
1945,377,8/15/2017,8/16/2017,33,38.4194,-82.4619,Cabell,Huntington,Urban site,1,BG Sentinel Trap WITHOUT dry ice,1305,Aedes,Aedes albopictus,12,Not Tested,Not Tested,Not Tested,Not Tested,12,0,"3rd Street West, Huntington, Cabell Co., WV"
1946,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1306,Aedes,Aedes vexans,33,Negative,Negative,Negative,Negative,33,0,"Kylemore Road, Huntington, Cabell Co., WV"
1947,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1307,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Kylemore Road, Huntington, Cabell Co., WV"
1948,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1308,Culex,Culex restuans,18,Negative,Negative,Negative,Negative,18,0,"Kylemore Road, Huntington, Cabell Co., WV"
1949,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1308,Culex,Culex erraticus,4,Negative,Negative,Negative,Negative,4,0,"Kylemore Road, Huntington, Cabell Co., WV"
1950,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1309,Aedes,Aedes trivittatus,10,Negative,Negative,Negative,Negative,10,0,"Kylemore Road, Huntington, Cabell Co., WV"
1951,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1310,Psorophora,Psorophora ferox,50,Negative,Negative,Negative,Negative,50,0,"Kylemore Road, Huntington, Cabell Co., WV"
1952,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1311,Psorophora,Psorophora ferox,22,Negative,Negative,Negative,Negative,22,0,"Kylemore Road, Huntington, Cabell Co., WV"
1953,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1311,Psorophora,Psorophora cilata,3,Negative,Negative,Negative,Negative,3,0,"Kylemore Road, Huntington, Cabell Co., WV"
1954,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1312,Anopheles,Anopheles quadrimaculatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Kylemore Road, Huntington, Cabell Co., WV"
1955,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1312,Anopheles,Anopheles crucians,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Kylemore Road, Huntington, Cabell Co., WV"
1956,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Gravid Trap,1307,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Kylemore Road, Huntington, Cabell Co., WV"
1957,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,2,CDC Gravid Trap,1308,Culex,Culex restuans,4,Negative,Negative,Negative,Negative,4,0,"Kylemore Road, Huntington, Cabell Co., WV"
1958,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1311,Psorophora,Psorophora ferox,10,Negative,Negative,Negative,Negative,10,0,"Kylemore Road, Huntington, Cabell Co., WV"
1959,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1308,Culex,Culex erraticus,4,Negative,Negative,Negative,Negative,4,0,"Kylemore Road, Huntington, Cabell Co., WV"
1960,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1309,Aedes,Aedes triseriatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Kylemore Road, Huntington, Cabell Co., WV"
1961,378,8/17/2017,8/18/2017,33,38.4628,-82.3039,Cabell,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1308,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"Kylemore Road, Huntington, Cabell Co., WV"
1962,379,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1313,Aedes,Aedes albopictus,4,Not Tested,Not Tested,Not Tested,Not Tested,4,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1963,379,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1314,Aedes,Aedes trivittatus,8,Negative,Negative,Negative,Negative,8,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1964,379,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1315,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1965,379,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1315,Culex,Culex erraticus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1966,379,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1314,Aedes,Aedes vexans,3,Negative,Negative,Negative,Negative,3,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1967,380,8/23/2017,8/23/2017,34,38.4622,-82.3036,Kanawha,Charleston,Residence,6,CDC Gravid Trap,1316,Aedes,Aedes vexans,35,Negative,Negative,Negative,Negative,35,0,"George Washington High School, Charleston, Kanawha Co., WV"
1968,380,8/23/2017,8/23/2017,34,38.4622,-82.3036,Kanawha,Charleston,Residence,6,CDC Gravid Trap,1317,Aedes,Aedes vexans,50,Negative,Negative,Negative,Negative,50,0,"George Washington High School, Charleston, Kanawha Co., WV"
1969,380,8/23/2017,8/23/2017,34,38.4622,-82.3036,Kanawha,Charleston,Residence,6,CDC Gravid Trap,1318,Aedes,Aedes vexans,50,Negative,Negative,Negative,Negative,50,0,"George Washington High School, Charleston, Kanawha Co., WV"
1970,380,8/23/2017,8/23/2017,34,38.4622,-82.3036,Kanawha,Charleston,Residence,6,CDC Gravid Trap,1319,Aedes,Aedes japonicus,12,Negative,Negative,Negative,Negative,12,0,"George Washington High School, Charleston, Kanawha Co., WV"
1971,381,8/19/2017,8/19/2017,33,,,Kanawha,Elkview,Residence,3,CDC Gravid Trap,1320,Aedes,Aedes albopictus,10,Negative,Negative,Negative,Negative,10,0,"64 Briarcrest Lane, Elkview, Kanawha Co., WV"
1972,381,8/19/2017,8/19/2017,33,,,Kanawha,Elkview,Residence,3,CDC Gravid Trap,1321,Culex,Culex spp.,33,Negative,Negative,Negative,Negative,33,0,"64 Briarcrest Lane, Elkview, Kanawha Co., WV"
1973,381,8/19/2017,8/19/2017,33,,,Kanawha,Elkview,Residence,3,CDC Gravid Trap,1322,Culex,Culex spp.,43,Negative,Negative,Negative,Negative,43,0,"64 Briarcrest Lane, Elkview, Kanawha Co., WV"
1974,381,8/19/2017,8/19/2017,33,,,Kanawha,Elkview,Residence,3,CDC Gravid Trap,1323,Culex,Culex spp.,33,Negative,Negative,Negative,Negative,33,0,"64 Briarcrest Lane, Elkview, Kanawha Co., WV"
1975,381,8/19/2017,8/19/2017,33,,,Kanawha,Elkview,Residence,3,CDC Gravid Trap,1324,Culex,Culex spp.,50,Negative,Negative,Negative,Negative,50,0,"64 Briarcrest Lane, Elkview, Kanawha Co., WV"
1976,382,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Gravid Trap,1315,Culex,Culex restuans,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1977,382,8/17/2017,8/18/2017,33,38.4622,-82.3036,Cabell,Huntington,Residence,2,CDC Gravid Trap,1313,Aedes,Aedes albopictus,3,Not Tested,Not Tested,Not Tested,Not Tested,3,0,"Kylemore Cemetery, Huntington, Cabell Co., WV"
1978,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1325,Aedes,Aedes vexans,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Kyle Lane, Huntington, Cabell Co., WV"
1979,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1326,Culex,Culex erraticus,2,Negative,Negative,Negative,Negative,2,0,"Kyle Lane, Huntington, Cabell Co., WV"
1980,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,2,CDC Light Trap WITH dry ice,1326,Culex,Culex restuans,1,Negative,Negative,Negative,Negative,1,0,"Kyle Lane, Huntington, Cabell Co., WV"
1981,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,2,CDC Gravid Trap,1326,Culex,Culex restuans,9,Negative,Negative,Negative,Negative,9,0,"Kyle Lane, Huntington, Cabell Co., WV"
1982,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,2,CDC Gravid Trap,1327,Aedes,Aedes albopictus,2,Not Tested,Not Tested,Not Tested,Not Tested,2,0,"Kyle Lane, Huntington, Cabell Co., WV"
1983,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1328,Psorophora,Psorophora cilata,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Kyle Lane, Huntington, Cabell Co., WV"
1984,383,8/17/2017,8/18/2017,33,38.4622,-82.3069,Cabell,Huntington,Residence,1,BG Sentinel Trap WITHOUT dry ice,1325,Aedes,Aedes trivittatus,1,Not Tested,Not Tested,Not Tested,Not Tested,1,0,"Kyle Lane, Huntington, Cabell Co., WV"
